customer_id,email,signup_date,city,acquisition_channel,device_type
C000367,ali.chaudhry367@example.com,2024-01-15,Hyderabad,Direct,Desktop
C000368,taimoor.mirza368@example.com,2024-01-15,Faisalabad,Direct,Android
C000369,fatima.ahmed369@example.com,2024-01-15,Gujranwala,Referral,iOS
C000370,mahnoor.qureshi370@example.com,2024-01-15,Lahore,Referral,Android
C000371,sara.khan371@example.com,2024-01-15,Lahore,Organic Search,iOS
C000372,omar.siddiqui372@example.com,2024-01-16,Peshawar,Influencer,Desktop
C000373,sara.sheikh373@example.com,2024-01-16,Islamabad,Influencer,Android
C000374,ahmed.abbasi374@example.com,2024-01-16,Karachi,App Store,iOS
C000375,rabia.javed375@example.com,2024-01-16,Lahore Cantt,Organic Search,iOS
C000376,abdullah.shah376@example.com,2024-01-16,hyderabad,Influencer,Android
C000377,asad.raza377@example.com,2024-01-16,Bahawalpur,Direct,Desktop
C000378,noor.sheikh378@example.com,2024-01-16,Peshawar,Organic Search,Android
C000379,omar.abbasi379@example.com,2024-01-16,Multan,Direct,Desktop
C000380,fatima.sheikh380@example.com,2024-01-16,Hyderabad,App Store,iOS
C000381,asad.chaudhry381@example.com,2024-01-16,KARACHI,Referral,Android
C000382,usman.chaudhry382@example.com,2024-01-16,Rawalpindi,Organic Search,Android
C000383,zainab.siddiqui383@example.com,2024-01-16,Rawalpindi,App Store,Android
C000384,iqra.rana384@example.com,2024-01-16,Sukkur,Referral,Desktop
C000385,sana.chaudhry385@example.com,2024-01-16,Karachi,App Store,iOS
C000386,haris.siddiqui386@example.com,2024-01-16,Abbottabad,Paid Social,Android
C000387,mahnoor.shah387@example.com,2024-01-16,Peshawar,Paid Social,Desktop
C000388,fatima.raza388@example.com,2024-01-16,Karachi,Direct,iOS
C000389,haris.khan389@example.com,2024-01-16,Islamabad,Paid Social,Android
C000390,hira.raza390@example.com,2024-01-16,Karachi,Direct,iOS
C000391,omar.butt391@example.com,2024-01-16,Rawalpindi,Paid Social,Android
C000392,fatima.qureshi392@example.com,2024-01-16,Islamabad,App Store,iOS
C000393,ali.khan393@example.com,2024-01-17,Peshawar,organic,iOS
C000394,hassan.khan394@example.com,2024-01-17,Rawalpindi,Referral,iOS
C000395,asad.malik395@example.com,2024-01-17,HYD,Direct,Desktop
C000396,ali.ahmed396@example.com,2024-01-17,Lahore,Influencer,iOS
C000397,faisal.malik397@example.com,2024-01-17,Sialkot,App Store,Android
C000398,amna.iqbal398@example.com,2024-01-17,Sialkot,Direct,Android
C000399,mahnoor.abbasi399@example.com,2024-01-17,Faisalabad,Organic Search,Android
C000400,zainab.akhtar400@example.com,2024-01-17,Lahore,Paid Social,Desktop
C000401,usman.ali401@example.com,2024-01-17,mardan,Organic Search,Android
C000402,saad.malik402@example.com,2024-01-17,Gujranwala,Paid Social,Android
C000403,danish.hussain403@example.com,2024-01-17,Gujranwala,Organic Search,Android
C000404,ali.khan404@example.com,2024-01-17,Karachi,Paid Social,Android
C000405,amna.ahmed405@example.com,2024-01-17,Gujranwala,Paid Social,Desktop
C000406,hassan.mirza406@example.com,2024-01-17,Karachi,App Store,Android
C000407,bilal.abbasi407@example.com,2024-01-17,Islamabad,Referral,Desktop
C000408,saad.iqbal408@example.com,2024-01-17,Multan,Organic Search,Desktop
C000409,abdullah.baig409@example.com,2024-01-17,Lahore,Paid Social,Desktop
C000410,hamza.shah410@example.com,2024-01-17,Lahore,Direct,Android
C000411,areeba.mirza411@example.com,2024-01-17,Islamabad,Organic Search,Android
C000412,zainab.khan412@example.com,2024-01-17,Lahore,Paid Social,iOS
C000413,khadija.hussain413@example.com,2024-01-17,Faisalabad,Paid Social,Android
C000414,rabia.butt414@example.com,2024-01-17,Karachi,Influencer,iOS
C000415,fatima.javed415@example.com,2024-01-17,Lahore,Paid Social,iOS
C000416,abdullah.shah416@example.com,2024-01-17,Rawalpindi,Influencer,Android
C000417,ali.ali417@example.com,2024-01-17,Mardan,Paid Social,Android
C000418,maryam.hussain418@example.com,2024-01-17,Islamabad,Organic Search,Android
C000419,ali.khan419@example.com,2024-01-17,Lahore,App Store,Android
C000420,ali.sheikh420@example.com,2024-01-17,Sargodha,Referral,Android
C000421,hamza.javed421@example.com,2024-01-18,Bahawalpur,App Store,Android
C000422,danish.chaudhry422@example.com,2024-01-18,Faisalabad,Paid Social,Android
C000423,ahmed.malik423@example.com,2024-01-18,Rawalpindi,Referral,Android
C000424,hassan.iqbal424@example.com,2024-01-18,LAHORE,Referral,Android
C000425,maryam.mirza425@example.com,2024-01-18,Faisalabad,App Store,Android
C000426,hamza.ahmed426@example.com,2024-01-18,Gujranwala,Influencer,Android
C000427,noor.shah427@example.com,2024-01-18,sargodha,Influencer,Android
C000428,hira.baig428@example.com,2024-01-18,Karachi ,App Store,iOS
C000429,saad.chaudhry429@example.com,2024-01-18,Lahore,Paid Social,Android
C000430,ibrahim.butt430@example.com,2024-01-18,Quetta,Direct,Android
C000431,zainab.ahmed431@example.com,2024-01-18,Sialkot,Referral,Desktop
C000432,usman.javed432@example.com,2024-01-18,Multan,Paid Social,Android
C000433,zainab.ali433@example.com,2024-01-18,Karachi,Organic Search,iOS
C000434,haris.sheikh434@example.com,2024-01-18,Multan,Paid Social,Desktop
C000435,fatima.akhtar435@example.com,2024-01-18,Islamabad,App Store,iOS
C000436,fatima.chaudhry436@example.com,2024-01-18,Lahore,App Store,Android
C000437,maryam.ahmed437@example.com,2024-01-18,LAHORE,Influencer,Android
C000438,haris.rana438@example.com,2024-01-18,Lahore,Referral,Android
C000439,ahmed.ali439@example.com,2024-01-18,Islamabad,Influencer,Android
C000440,amna.butt440@example.com,2024-01-18,Karachi,Organic Search,Android
C000441,ahmed.ali441@example.com,2024-01-18,Islamabad,Instagram Ads,Desktop
C000442,areeba.ali442@example.com,2024-01-18,Karachi,Organic Search,Desktop
C000443,haris.akhtar443@example.com,2024-01-18,Lahore,Direct,Desktop
C000444,rabia.ali444@example.com,2024-01-18,Abbottabad,Direct,Android
C000445,maryam.khan445@example.com,2024-01-18,Peshawar,Paid Social,Android
C000446,sara.akhtar446@example.com,2024-01-18,Karachi,Paid Social,iOS
C000447,ali.ahmed447@example.com,2024-01-18,Multan,Paid Social,Desktop
C000448,noor.siddiqui448@example.com,2024-01-19,Karachi,Organic Search,iOS
C000449,haris.sheikh449@example.com,2024-01-19,Islamabad,App Store,iOS
C000450,ahmed.rana450@example.com,2024-01-19,Lahore,Referral,Android
C000451,saad.iqbal451@example.com,2024-01-19,Sukkur,Paid Social,Android
C000452,ayesha.malik452@example.com,2024-01-19,Karachi,Paid Social,Desktop
C000453,abdullah.malik453@example.com,2024-01-19,Sialkot,App Store,Android
C000454,fatima.baig454@example.com,2024-01-19,Multan,Paid Social,iOS
C000455,amna.chaudhry455@example.com,2024-01-19,Lahore,Organic Search,Android
C000456,sana.mirza456@example.com,2024-01-19,Sialkot,app_store,Android
C000457,ayesha.ali457@example.com,2024-01-19,Lahore,App Store,Desktop
C000458,khadija.butt458@example.com,2024-01-19,Multan,organic,Android
C000459,ayesha.baig459@example.com,2024-01-19,Hyderabad,Paid Social,Desktop
C000460,iqra.siddiqui460@example.com,2024-01-19, Lahore,Direct,Android
C000461,areeba.sheikh461@example.com,2024-01-19,Karachi ,Referral,Android
C000462,abdullah.akhtar462@example.com,2024-01-19,Sialkot,Paid Social,Android
C000463,hassan.butt463@example.com,2024-01-19,KARACHI,Direct,Android
C000464,taimoor.butt464@example.com,2024-01-19,Sukkur,Referral,Android
C000465,maryam.khan465@example.com,2024-01-19,Lahore,app_store,Android
C000466,khadija.awan466@example.com,2024-01-19,Lahore,Direct,Android
C000467,usman.akhtar467@example.com,2024-01-19,Lahore,Organic Search,Desktop
C000468,areeba.qureshi468@example.com,2024-01-19,Islamabad,Direct,Android
C000469,noor.javed469@example.com,2024-01-20,Abbottabad,Direct,iOS
C000470,zainab.ahmed470@example.com,2024-01-20,Lahore,App Store,Android
C000471,mahnoor.mirza471@example.com,2024-01-20,Faisalabad,paid social,Android
C000472,hassan.siddiqui472@example.com,2024-01-20,Lahore,App Store,Desktop
C000473,faisal.siddiqui473@example.com,2024-01-20,Karachi,Organic Search,Android
C000474,mahnoor.shah474@example.com,2024-01-20,Lahore,App Store,Android
C000475,areeba.sheikh475@example.com,2024-01-20,Rawalpindi,Referral,Android
C000476,saad.qureshi476@example.com,2024-01-20,Rawalpindi,App Store,Desktop
C000477,fatima.sheikh477@example.com,2024-01-20,Lahore,Paid Social,Desktop
C000478,amna.khan478@example.com,2024-01-20,sargodha,Paid Social,Android
C000479,ayesha.mirza479@example.com,2024-01-20,Lahore,App Store,Android
C000480,zain.qureshi480@example.com,2024-01-20,Gujranwala,App Store,Android
C000481,areeba.hussain481@example.com,2024-01-20,Karachi,App Store,Android
C000482,ali.mirza482@example.com,2024-01-20,Multan,Referral,Desktop
C000483,sara.khan483@example.com,2024-01-20,Lahore,Organic Search,Android
C000484,noor.butt484@example.com,2024-01-20,Islamabad,App Store,Android
C000485,danish.qureshi485@example.com,2024-01-21,Gujranwala,Paid Social,Desktop
C000486,saad.sheikh486@example.com,2024-01-21,Multan,Google Organic,Desktop
C000487,hassan.shah487@example.com,2024-01-21,LAHORE,Organic Search,Android
C000488,haris.malik488@example.com,2024-01-21,Peshawar,Referral,Desktop
C000489,zain.sheikh489@example.com,2024-01-21,Lahore,Influencer,Desktop
C000490,sara.ali490@example.com,2024-01-21,Karachi,App Store,Android
C000491,noor.qureshi491@example.com,2024-01-21,Faisalabad,Influencer,Android
C000492,sana.shah492@example.com,2024-01-21,Sukkur,Paid Social,Android
C000493,ahmed.abbasi493@example.com,2024-01-21,Karachi,Organic Search,Desktop
C000494,sana.shah494@example.com,2024-01-21,Multan,Referral,Android
C000495,sana.ali495@example.com,2024-01-21,Gujranwala,Facebook Ads,Android
C000496,iqra.rana496@example.com,2024-01-21,Rawalpindi,App Store,Android
C000497,sara.malik497@example.com,2024-01-21,Islamabad,Paid Social,Android
C000498,abdullah.khan498@example.com,2024-01-21, Lahore,Paid Social,Android
C000499,usman.mirza499@example.com,2024-01-21,Karachi,Referral,Android
C000500,ibrahim.siddiqui500@example.com,2024-01-21,Lahore,App Store,Android
C000501,omar.shah501@example.com,2024-01-21,Faisalabad,Organic Search,Desktop
C000502,haris.hussain502@example.com,2024-01-21, Lahore,App Store,Android
C000503,zain.butt503@example.com,2024-01-21,ISB,Influencer,Desktop
C000504,saad.awan504@example.com,2024-01-21,Rawalpindi,Paid Social,iOS
C000505,saad.qureshi505@example.com,2024-01-21,Karachi,Direct,Android
C000506,taimoor.qureshi506@example.com,2024-01-21,Pesh,Paid Social,Android
C000507,hira.baig507@example.com,2024-01-21,Faisalabad,Paid Social,Desktop
C000508,rabia.akhtar508@example.com,2024-01-22,Rawalpindi,Influencer,Desktop
C000509,asad.siddiqui509@example.com,2024-01-22,Islamabad,Google Organic,Android
C000510,omar.khan510@example.com,2024-01-22,Lahore,Influencer,Desktop
C000511,rabia.malik511@example.com,2024-01-22,Rawalpindi,Organic Search,iOS
C000512,zainab.malik512@example.com,2024-01-22,Peshawar,Direct,Android
C000513,ibrahim.hussain513@example.com,2024-01-22,Multan,Organic Search,Android
C000514,hassan.khan514@example.com,2024-01-22,Peshawar,Referral,Android
C000515,haris.mirza515@example.com,2024-01-22,Karachi,Direct,Android
C000516,danish.khan516@example.com,2024-01-22,Hyderabad,organic,Android
C000517,zain.hussain517@example.com,2024-01-22,Lahore,Direct,Desktop
C000518,mahnoor.rana518@example.com,2024-01-22,Karachi,Direct,Android
C000519,usman.javed519@example.com,2024-01-22,Karachi,Paid Social,Android
C000520,fatima.khan520@example.com,2024-01-22,Gujranwala,Influencer,Android
C000521,taimoor.akhtar521@example.com,2024-01-22,faisalabad,Influencer,iOS
C000522,iqra.malik522@example.com,2024-01-22,gujranwala,App Store,Android
C000523,abdullah.rana523@example.com,2024-01-22,Rawalpindi Cantt,Organic Search,Desktop
C000524,omar.siddiqui524@example.com,2024-01-22,Sialkot,Direct,Android
C000525,sara.baig525@example.com,2024-01-22,Rawalpindi,App Store,Desktop
C000526,mahnoor.ahmed526@example.com,2024-01-22,Faisalabad,App Store,Android
C000527,rabia.raza527@example.com,2024-01-23,Karachi,App Store,Android
C000528,zain.rana528@example.com,2024-01-23,faisalabad,Facebook Ads,Android
C000529,hira.baig529@example.com,2024-01-23,Rawalpindi,Paid Social,iOS
C000530,usman.mirza530@example.com,2024-01-23,Lahore,Organic Search,Android
C000531,bilal.siddiqui531@example.com,2024-01-23,,Organic Search,iOS
C000532,zainab.malik532@example.com,2024-01-23,Lahore,Organic Search,Android
C000533,rabia.siddiqui533@example.com,2024-01-23,Karachi,Paid Social,Android
C000534,sara.butt534@example.com,2024-01-23,Rawalpindi,Google Organic,Android
C000535,hassan.malik535@example.com,2024-01-23,Rawalpindi,Influencer,Android
C000536,zainab.abbasi536@example.com,2024-01-23,BWP,Direct,Android
C000537,ibrahim.abbasi537@example.com,2024-01-23,Islamabad,App Store,Android
C000538,omar.sheikh538@example.com,2024-01-23,Peshawar,Facebook Ads,Desktop
C000539,faisal.baig539@example.com,2024-01-23,Faisalabad,Referral,iOS
C000540,ali.chaudhry540@example.com,2024-01-23,Multan,Paid Social,Android
C000541,hira.butt541@example.com,2024-01-23,Lahore,Influencer,Desktop
C000542,usman.ali542@example.com,2024-01-23,Lahore,App Store,Desktop
C000543,maryam.hussain543@example.com,2024-01-23,,Paid Social,Android
C000544,taimoor.raza544@example.com,2024-01-23,Faisalabad,Organic Search,Android
C000545,ibrahim.akhtar545@example.com,2024-01-23,Lahore Cantt,Direct,iOS
C000546,rabia.ahmed546@example.com,2024-01-23,Rawalpindi,Organic Search,iOS
C000547,haris.butt547@example.com,2024-01-23,Bahawalpur,Paid Social,Desktop
C000548,areeba.baig548@example.com,2024-01-23,Multan,Influencer,Android
C000549,hassan.butt549@example.com,2024-01-23,Lahore,Organic Search,iOS
C000550,faisal.rana550@example.com,2024-01-23,Islamabad,Organic Search,Desktop
C000551,areeba.butt551@example.com,2024-01-23,Rawalpindi,Paid Social,iOS
C000552,danish.iqbal552@example.com,2024-01-23,Gujranwala,Organic Search,Android
C000553,haris.iqbal553@example.com,2024-01-23,Hyderabad,App Store,iOS
C000554,taimoor.chaudhry554@example.com,2024-01-23,Lahore,Referral,Desktop
C000555,asad.javed555@example.com,2024-01-23,Bahawalpur,App Store,Android
C000556,ibrahim.javed556@example.com,2024-01-23,Karachi,App Store,iOS
C000557,zainab.hussain557@example.com,2024-01-24,Lahore,App Store,iOS
C000558,omar.siddiqui558@example.com,2024-01-24,Karachi,Paid Social,Android
C000559,zainab.raza559@example.com,2024-01-24,Lahore,Influencer,Android
C000560,maryam.mirza560@example.com,2024-01-24,Lahore,Organic Search,Android
C000561,zainab.butt561@example.com,2024-01-24,Lahore,Referral,iOS
C000562,danish.sheikh562@example.com,2024-01-24,Karachi,Direct,Android
C000563,saad.shah563@example.com,2024-01-24,Karachi,App Store,Android
C000564,maryam.ahmed564@example.com,2024-01-24,Bahawalpur,Referral,Android
C000565,hassan.ahmed565@example.com,2024-01-24,Peshawar,Google Organic,Android
C000566,zain.ahmed566@example.com,2024-01-24,Multan,Paid Social,Android
C000567,maryam.malik567@example.com,2024-01-24,Hyderabad,Influencer,Desktop
C000568,abdullah.abbasi568@example.com,2024-01-24,Multan,Referral,Android
C000569,iqra.shah569@example.com,2024-01-24,Karachi,Influencer,iOS
C000570,usman.rana570@example.com,2024-01-24,Bahawalpur,Direct,Android
C000571,zain.raza571@example.com,2024-01-24,Lahore,Organic Search,Android
C000572,areeba.raza572@example.com,2024-01-24,Islamabad,Influencer,Android
C000573,zain.khan573@example.com,2024-01-24,Quetta,App Store,Android
C000574,usman.mirza574@example.com,2024-01-24,Karachi,Influencer,Desktop
C000575,danish.javed575@example.com,2024-01-24,Lahore,App Store,Android
C000576,ibrahim.javed576@example.com,2024-01-24,Sialkot,Referral,Android
C000577,hamza.malik577@example.com,2024-01-24,Islamabad,Paid Social,Desktop
C000578,bilal.awan578@example.com,2024-01-24,Lahore,Paid Social,Android
C000579,ali.chaudhry579@example.com,2024-01-24,Abbottabad,Organic Search,Android
C000580,hira.mirza580@example.com,2024-01-24,Quetta,Direct,Android
C000581,danish.sheikh581@example.com,2024-01-24,Quetta,Paid Social,Android
C000582,hamza.awan582@example.com,2024-01-25,Karachi,Google Organic,Desktop
C000583,areeba.hussain583@example.com,2024-01-25,Gujranwala,Organic Search,Android
C000584,sara.malik584@example.com,2024-01-25,Faisalabad,Paid Social,iOS
C000585,omar.qureshi585@example.com,2024-01-25,Multan,Influencer,Android
C000586,ayesha.shah586@example.com,2024-01-25,Karachi,Organic Search,Android
C000587,ayesha.qureshi587@example.com,2024-01-25,rawalpindi,App Store,Android
C000588,danish.mirza588@example.com,2024-01-25,Karachi,Direct,Android
C000589,hamza.baig589@example.com,2024-01-25,Bahawalpur,Paid Social,Android
C000590,sana.shah590@example.com,2024-01-25,Rawalpindi,Paid Social,Android
C000591,saad.siddiqui591@example.com,2024-01-25,Faisalabad,Paid Social,Android
C000592,mahnoor.akhtar592@example.com,2024-01-25,Lahore,Organic Search,Android
C000593,bilal.awan593@example.com,2024-01-25,,Organic Search,iOS
C000594,amna.rana594@example.com,2024-01-25,Islamabad,Direct,Android
C000595,hira.shah595@example.com,2024-01-25,HYD,Referral,Android
C000596,usman.butt596@example.com,2024-01-25,,Paid Social,Android
C000597,asad.butt597@example.com,2024-01-25,Karachi,Influencer,Android
C000598,fatima.abbasi598@example.com,2024-01-25,Lahore,Organic Search,Android
C000599,amna.siddiqui599@example.com,2024-01-25,Lahore,Direct,Android
C000600,iqra.mirza600@example.com,2024-01-25,Islamabad,Paid Social,Android
C000601,ahmed.khan601@example.com,2024-01-25,Islamabad,App Store,iOS
C000602,usman.iqbal602@example.com,2024-01-25,Karachi,Paid Social,Android
C000603,noor.malik603@example.com,2024-01-25,Karachi,Organic Search,Desktop
C000604,iqra.javed604@example.com,2024-01-25,faisalabad,Referral,Android
C000605,ibrahim.shah605@example.com,2024-01-25,Rawalpindi,Referral,Desktop
C000606,abdullah.ahmed606@example.com,2024-01-25,Karachi,Organic Search,Android
C000607,asad.raza607@example.com,2024-01-25,Rawalpindi,Direct,Android
C000608,usman.malik608@example.com,2024-01-26,Islamabad,Paid Social,Desktop
C000609,ali.awan609@example.com,2024-01-26,Karachi,Organic Search,Desktop
C000610,ayesha.khan610@example.com,2024-01-26,Karachi,Paid Social,Android
C000611,bilal.rana611@example.com,2024-01-26,Lahore,Organic Search,Android
C000612,asad.mirza612@example.com,2024-01-26,Hyderabad,Google Organic,Android
C000613,hassan.mirza613@example.com,2024-01-26,Karachi,App Store,Desktop
C000614,ibrahim.iqbal614@example.com,2024-01-26,Sukkur,Referral,Android
C000615,hamza.siddiqui615@example.com,2024-01-26,Rawalpindi,App Store,Desktop
C000616,abdullah.butt616@example.com,2024-01-26,Peshawar,App Store,iOS
C000617,usman.sheikh617@example.com,2024-01-26,Sargodha,Referral,Android
C000618,sana.abbasi618@example.com,2024-01-26,Lahore,Referral,Android
C000619,fatima.awan619@example.com,2024-01-26,RWP,App Store,Desktop
C000620,abdullah.hussain620@example.com,2024-01-26,Lahore,app_store,iOS
C000621,saad.hussain621@example.com,2024-01-26,Karachi,Paid Social,iOS
C000622,sara.siddiqui622@example.com,2024-01-26,Hyderabad,organic,Android
C000623,hamza.malik623@example.com,2024-01-26,Karachi,App Store,iOS
C000624,amna.mirza624@example.com,2024-01-26,Sialkot,Referral,Android
C000625,sara.awan625@example.com,2024-01-26,Hyderabad,Referral,Android
C000626,faisal.siddiqui626@example.com,2024-01-26,Faisalabad,Paid Social,Android
C000627,ali.ali627@example.com,2024-01-26,Rawalpindi,Organic Search,iOS
C000628,zainab.shah628@example.com,2024-01-26,Gujranwala,Influencer,Desktop
C000629,ahmed.ali629@example.com,2024-01-26,Karachi,app_store,Android
C000630,ayesha.javed630@example.com,2024-01-26,Peshawar,Paid Social,Android
C000631,omar.chaudhry631@example.com,2024-01-27,Karachi,Organic Search,Android
C000632,sara.awan632@example.com,2024-01-27,Karachi,App Store,Android
C000633,usman.malik633@example.com,2024-01-27,Lahore,Paid Social,Desktop
C000634,hassan.akhtar634@example.com,2024-01-27,Lahore,Direct,Desktop
C000635,mahnoor.butt635@example.com,2024-01-27,Karachi,Direct,Desktop
C000636,ali.ali636@example.com,2024-01-27,Multan,Facebook Ads,Android
C000637,zainab.khan637@example.com,2024-01-27,Rawalpindi,Paid Social,Android
C000638,hira.ali638@example.com,2024-01-27,Bahawalpur,App Store,Android
C000639,ahmed.javed639@example.com,2024-01-27,Peshawar,App Store,Android
C000640,hira.ali640@example.com,2024-01-27,Gujranwala,Direct,Android
C000641,hassan.ahmed641@example.com,2024-01-27,Quetta,Organic Search,Android
C000642,areeba.chaudhry642@example.com,2024-01-27,Hyderabad,Direct,Android
C000643,danish.khan643@example.com,2024-01-27,Karachi,Influencer,iOS
C000644,haris.chaudhry644@example.com,2024-01-27,Karachi,App Store,Desktop
C000645,hamza.chaudhry645@example.com,2024-01-27,Lahore,Paid Social,Android
C000646,bilal.mirza646@example.com,2024-01-27,Lahore,Direct,Android
C000647,ahmed.javed647@example.com,2024-01-27,Quetta,Paid Social,Android
C000648,bilal.mirza648@example.com,2024-01-27,Islamabad,Organic Search,Desktop
C000649,hira.qureshi649@example.com,2024-01-27,Sialkot,Paid Social,Android
C000650,ali.malik650@example.com,2024-01-27,Lahore,Direct,Desktop
C000651,danish.iqbal651@example.com,2024-01-27,Quetta,Paid Social,iOS
C000652,usman.sheikh652@example.com,2024-01-28,Karachi,Influencer,Android
C000653,rabia.malik653@example.com,2024-01-28,Lahore,Referral,iOS
C000654,saad.javed654@example.com,2024-01-28,,Organic Search,Android
C000655,hassan.raza655@example.com,2024-01-28,Lahore,Referral,Desktop
C000656,usman.butt656@example.com,2024-01-28,Peshawar,Influencer,Android
C000657,khadija.javed657@example.com,2024-01-28,Lahore,Referral,Android
C000658,fatima.mirza658@example.com,2024-01-28,Gujranwala,Direct,Android
C000659,amna.butt659@example.com,2024-01-28,Faisalabad,Organic Search,Android
C000660,ibrahim.butt660@example.com,2024-01-28,HYD,Organic Search,Android
C000661,bilal.malik661@example.com,2024-01-28,Islamabad,App Store,Android
C000662,ibrahim.hussain662@example.com,2024-01-28,Faisalabad,Paid Social,Android
C000663,areeba.akhtar663@example.com,2024-01-28,Islamabad,Paid Social,Desktop
C000664,fatima.awan664@example.com,2024-01-28,Rawalpindi,Organic Search,Android
C000665,sara.abbasi665@example.com,2024-01-28,Multan,Paid Social,Android
C000666,hira.awan666@example.com,2024-01-28,Karachi,Paid Social,Desktop
C000667,haris.hussain667@example.com,2024-01-28,Peshawar,Influencer,Android
C000668,areeba.chaudhry668@example.com,2024-01-28,Lahore,Referral,Android
C000669,sana.khan669@example.com,2024-01-28,Karachi,Referral,Android
C000670,hassan.ahmed670@example.com,2024-01-28,Faisalabad,App Store,Android
C000671,amna.sheikh671@example.com,2024-01-28,Faisalabad,App Store,Android
C000672,hira.siddiqui672@example.com,2024-01-28,Peshawar,Organic Search,Android
C000673,ibrahim.chaudhry673@example.com,2024-01-28,Mardan,Organic Search,Android
C000674,sana.sheikh674@example.com,2024-01-28,Islamabad,Paid Social,Desktop
C000675,zainab.awan675@example.com,2024-01-28,Sargodha,Paid Social,Android
C000676,omar.javed676@example.com,2024-01-28,Rawalpindi,App Store,Android
C000677,omar.siddiqui677@example.com,2024-01-28,Lahore,Organic Search,Android
C000678,zain.mirza678@example.com,2024-01-28,Multan,Direct,Android
C000679,noor.chaudhry679@example.com,2024-01-28,Karachi,Influencer,Android
C000680,khadija.hussain680@example.com,2024-01-28,Abbottabad,Organic Search,Android
C000681,taimoor.siddiqui681@example.com,2024-01-29,Lahore,App Store,Android
C000682,hamza.shah682@example.com,2024-01-29,Karachi,Direct,Android
C000683,mahnoor.iqbal683@example.com,2024-01-29,Faisalabad,App Store,Android
C000684,fatima.qureshi684@example.com,2024-01-29,Karachi,Direct,Android
C000685,khadija.awan685@example.com,2024-01-29,Karachi,Organic Search,Android
C000686,sana.iqbal686@example.com,2024-01-29,Karachi,App Store,Desktop
C000687,faisal.butt687@example.com,2024-01-29,Quetta,Direct,Android
C000688,ali.shah688@example.com,2024-01-29,Karachi,Direct,Android
C000689,bilal.khan689@example.com,2024-01-29,Islamabad,Paid Social,Desktop
C000690,rabia.javed690@example.com,2024-01-29,Islamabad,paid social,iOS
C000691,ahmed.akhtar691@example.com,2024-01-29,Quetta,Organic Search,iOS
C000692,usman.qureshi692@example.com,2024-01-29,Quetta,Organic Search,Android
C000693,faisal.iqbal693@example.com,2024-01-29,Bahawalpur,Referral,Android
C000694,mahnoor.raza694@example.com,2024-01-29,Lahore,Referral,Desktop
C000695,saad.siddiqui695@example.com,2024-01-29,Islamabad,Influencer,Android
C000696,zainab.siddiqui696@example.com,2024-01-29,Gujranwala,Direct,Desktop
C000697,zain.ali697@example.com,2024-01-29,Karachi,Referral,Desktop
C000698,maryam.mirza698@example.com,2024-01-29,Karachi,Organic Search,Android
C000699,asad.malik699@example.com,2024-01-29,Bahawalpur,Organic Search,Android
C000700,zainab.abbasi700@example.com,2024-01-29,Karachi,App Store,Desktop
C000701,taimoor.iqbal701@example.com,2024-01-30,Lahore,Influencer,iOS
C000702,taimoor.butt702@example.com,2024-01-30,Karachi,Referral,Android
C000703,ibrahim.iqbal703@example.com,2024-01-30,Karachi ,Organic Search,Android
C000704,rabia.siddiqui704@example.com,2024-01-30,Sargodha,Referral,Android
C000705,mahnoor.sheikh705@example.com,2024-01-30,Karachi,Organic Search,Android
C000706,bilal.chaudhry706@example.com,2024-01-30,Lahore,Influencer,Android
C000707,hassan.iqbal707@example.com,2024-01-30,LHR,App Store,iOS
C000708,omar.qureshi708@example.com,2024-01-30,Islamabad ,App Store,Android
C000709,hassan.siddiqui709@example.com,2024-01-30,Peshawar,Paid Social,Android
C000710,iqra.mirza710@example.com,2024-01-30,Faisalabad,Referral,iOS
C000711,sara.baig711@example.com,2024-01-30,Rawalpindi,Organic Search,iOS
C000712,amna.baig712@example.com,2024-01-30,Islamabad,App Store,Android
C000713,bilal.ali713@example.com,2024-01-30,Karachi,App Store,Android
C000714,rabia.butt714@example.com,2024-01-30,Lahore,Organic Search,iOS
C000715,maryam.hussain715@example.com,2024-01-30,Quetta,App Store,Android
C000716,zain.qureshi716@example.com,2024-01-31,Gujranwala,App Store,Desktop
C000717,haris.abbasi717@example.com,2024-01-31,Karachi,Paid Social,Android
C000718,amna.javed718@example.com,2024-01-31,Gujranwala,Direct,Android
C000719,maryam.raza719@example.com,2024-01-31,Gujranwala,App Store,Android
C000720,mahnoor.baig720@example.com,2024-01-31,"Hyderabad, Sindh",App Store,iOS
C000721,mahnoor.chaudhry721@example.com,2024-01-31,Gujranwala,Paid Social,Android
C000722,bilal.butt722@example.com,2024-01-31,Sargodha,Influencer,Android
C000723,danish.siddiqui723@example.com,2024-01-31,Karachi,Organic Search,Desktop
C000724,mahnoor.qureshi724@example.com,2024-01-31,Lahore,Referral,iOS
C000725,noor.khan725@example.com,2024-01-31,Abbottabad,Referral,Android
C000726,hassan.javed726@example.com,2024-01-31,rawalpindi,Paid Social,iOS
C000727,zain.akhtar727@example.com,2024-01-31,Multan,Organic Search,Android
C000728,iqra.sheikh728@example.com,2024-01-31,Lahore,Referral,Android
C000729,rabia.iqbal729@example.com,2024-01-31,Karachi,Organic Search,Android
C000730,faisal.ahmed730@example.com,2024-01-31,Sargodha,Organic Search,Android
C000731,sana.iqbal731@example.com,2024-01-31,Lahore,Direct,Android
C000732,ali.awan732@example.com,2024-01-31,Rawalpindi,app_store,Android
